temperature,humidity,humidity_change,temperature_change,elapsed_time,label
33.22,59.87,-0.145,0.017,194,0
33.16,59.79,-0.08,-0.057,195,0
33.15,59.83,0.046,-0.008,196,0
33.17,59.62,-0.208,0.016,197,0
33.15,59.65,0.023,-0.019,198,0
33.11,59.71,0.058,-0.037,199,0
33.12,59.49,-0.219,0.013,200,0
33.11,59.28,-0.207,-0.013,201,0
33.12,59.29,0.01,0.005,202,0
33.06,59.33,0.035,-0.052,203,0
33.03,59.11,-0.211,-0.03,204,0
33.0,59.16,0.043,-0.036,205,0
32.99,59.2,0.037,-0.01,206,0
32.94,58.99,-0.203,-0.047,207,0
32.96,58.96,-0.031,0.017,208,0
32.95,58.9,-0.061,-0.011,209,0
32.93,58.86,-0.043,-0.016,210,0
32.89,58.85,-0.004,-0.047,211,0
32.87,58.8,-0.049,-0.019,212,0
32.89,58.84,0.04,0.019,213,0
32.9,58.89,0.044,0.011,214,0
32.91,58.83,-0.053,0.018,215,0
32.91,58.61,-0.223,-0.007,216,0
32.92,58.4,-0.209,0.007,217,0
32.92,58.42,0.015,0.006,218,0
32.9,58.43,0.008,-0.024,219,0
32.84,58.3,-0.129,-0.056,220,0
32.8,58.1,-0.202,-0.037,221,0
32.77,57.99,-0.107,-0.035,222,0
32.78,57.91,-0.079,0.013,223,0
32.82,57.68,-0.231,0.035,224,0
32.83,57.61,-0.071,0.01,225,0
32.82,57.62,0.013,-0.005,226,0
32.78,57.38,-0.237,-0.044,227,0
32.8,57.28,-0.098,0.019,228,0
32.79,57.26,-0.024,-0.011,229,0
32.74,57.31,0.045,-0.047,230,0
32.75,57.08,-0.23,0.012,231,0
32.76,56.87,-0.205,0.004,232,0
32.71,56.93,0.055,-0.042,233,0
32.73,56.96,0.03,0.01,234,0
32.73,56.98,0.025,0.001,235,0
32.69,57.04,0.058,-0.032,236,0
32.65,56.95,-0.091,-0.045,237,0
32.63,56.77,-0.179,-0.023,238,0
32.61,56.6,-0.17,-0.013,239,0
32.64,56.49,-0.112,0.029,240,0
32.59,56.52,0.032,-0.057,241,0
32.58,56.52,0.001,-0.003,242,0
32.6,56.48,-0.036,0.014,243,0
32.58,56.35,-0.128,-0.022,244,0
32.57,56.38,0.022,-0.007,245,0
32.58,56.14,-0.234,0.008,246,0
32.55,56.11,-0.038,-0.028,247,0
32.5,56.11,0.001,-0.044,248,0
32.54,56.13,0.025,0.039,249,0
32.57,55.94,-0.19,0.025,250,0
32.51,55.82,-0.121,-0.054,251,0
32.52,55.88,0.06,0.003,252,0
32.52,55.87,-0.009,-0.002,253,0
32.48,55.89,0.016,-0.031,254,0
32.43,55.85,-0.038,-0.055,255,0
32.44,55.85,0.002,0.011,256,0
32.43,55.72,-0.131,-0.014,257,0
32.39,55.69,-0.031,-0.033,258,0
32.43,55.71,0.017,0.034,259,0
32.44,55.58,-0.129,0.018,260,0
32.4,55.6,0.025,-0.043,261,0
32.42,55.46,-0.142,0.016,262,0
32.45,55.47,0.013,0.032,263,0
32.43,55.48,0.009,-0.018,264,0
32.47,55.24,-0.237,0.035,265,0
32.45,55.07,-0.173,-0.021,266,0
32.48,55.13,0.056,0.038,267,0
32.5,55.08,-0.044,0.019,268,0
32.46,55.11,0.03,-0.042,269,0
32.47,55.13,0.016,0.013,270,0
32.48,55.1,-0.03,0.005,271,0
32.48,55.12,0.021,0.0,272,0
32.51,54.97,-0.152,0.028,273,0
32.47,54.88,-0.087,-0.035,274,0
32.51,54.65,-0.235,0.034,275,0
32.51,54.63,-0.017,0.003,276,0
32.53,54.64,0.005,0.024,277,0
32.5,54.49,-0.143,-0.034,278,0
32.48,54.3,-0.194,-0.02,279,0
32.47,54.08,-0.217,-0.01,280,0
32.49,53.95,-0.129,0.023,281,0
32.47,53.88,-0.073,-0.019,282,0
32.49,53.73,-0.151,0.014,283,0
32.5,53.56,-0.165,0.009,284,0
32.53,53.61,0.042,0.029,285,0
32.52,53.44,-0.168,-0.002,286,0
32.5,53.23,-0.21,-0.025,287,0
32.53,53.23,0.008,0.031,288,0
32.52,53.08,-0.155,-0.007,289,0
32.56,52.92,-0.16,0.042,290,0
32.59,52.83,-0.091,0.025,291,0
32.57,52.77,-0.063,-0.015,292,0
32.55,52.81,0.05,-0.025,293,0
32.53,52.65,-0.164,-0.024,294,0
32.56,52.64,-0.015,0.034,295,0
32.56,52.43,-0.205,-0.003,296,0
32.54,52.22,-0.215,-0.012,297,0
32.57,52.13,-0.09,0.023,298,0
32.57,51.93,-0.198,0.002,299,0
32.56,51.92,-0.009,-0.008,300,0
32.54,51.71,-0.209,-0.021,301,0
32.57,51.52,-0.192,0.028,302,0
32.59,51.47,-0.046,0.019,303,0
32.58,51.48,0.005,-0.011,304,0
32.56,51.31,-0.17,-0.019,305,0
32.58,51.11,-0.192,0.021,306,0
32.6,51.01,-0.108,0.016,307,0
32.62,51.07,0.059,0.02,308,0
32.6,50.95,-0.111,-0.011,309,0
32.58,50.76,-0.196,-0.022,310,0
32.53,50.65,-0.106,-0.055,311,0
32.55,50.48,-0.177,0.025,312,0
32.53,50.38,-0.099,-0.021,313,0
32.55,50.38,0.003,0.018,314,0
32.59,50.29,-0.094,0.042,315,0
32.58,50.27,-0.012,-0.009,316,0
32.55,50.25,-0.021,-0.036,317,0
32.52,50.16,-0.092,-0.027,318,0
32.47,49.99,-0.17,-0.056,319,0
32.45,49.81,-0.183,-0.013,320,0
32.48,49.82,0.008,0.027,321,0
32.45,49.73,-0.087,-0.025,322,0
32.42,49.63,-0.101,-0.039,323,0
32.41,49.4,-0.223,-0.001,324,0
32.43,49.27,-0.139,0.02,325,0
32.43,49.15,-0.12,-0.005,326,0
32.46,49.2,0.056,0.032,327,0
32.46,49.02,-0.182,-0.006,328,0
32.4,48.87,-0.148,-0.053,329,0
32.37,48.76,-0.113,-0.032,330,0
32.38,48.52,-0.235,0.008,331,0
32.34,48.4,-0.125,-0.037,332,0
32.29,48.3,-0.095,-0.051,333,0
32.25,48.32,0.012,-0.037,334,0
32.27,48.18,-0.137,0.015,335,0
32.25,48.23,0.052,-0.017,336,0
32.21,48.12,-0.113,-0.043,337,0
32.17,48.06,-0.057,-0.036,338,0
32.19,47.98,-0.08,0.015,339,0
32.19,47.99,0.013,0.003,340,0
32.2,47.88,-0.116,0.01,341,0
32.17,47.65,-0.229,-0.031,342,0
32.17,47.69,0.037,-0.005,343,0
32.18,47.57,-0.12,0.011,344,0
32.19,47.38,-0.185,0.012,345,0
32.21,47.38,-0.004,0.02,346,0
32.19,47.22,-0.16,-0.023,347,0
32.18,46.98,-0.231,-0.005,348,0
32.2,47.0,0.012,0.02,349,0
32.2,46.9,-0.096,0.0,350,0
32.24,46.89,-0.016,0.038,351,0
32.27,46.75,-0.14,0.028,352,0
32.24,46.64,-0.11,-0.032,353,0
32.2,46.4,-0.236,-0.038,354,0
32.17,46.36,-0.041,-0.025,355,0
32.19,46.26,-0.103,0.016,356,0
32.22,46.17,-0.088,0.031,357,0
32.2,46.08,-0.088,-0.023,358,0
32.18,45.92,-0.162,-0.014,359,0
32.2,45.7,-0.215,0.013,360,0
32.22,45.47,-0.23,0.026,361,0
32.18,45.39,-0.08,-0.043,362,0
32.14,45.21,-0.184,-0.036,363,0
32.17,45.09,-0.118,0.026,364,0
32.13,44.99,-0.102,-0.037,365,0
32.09,44.77,-0.22,-0.04,366,0
32.05,44.81,0.045,-0.043,367,0
32.07,44.61,-0.207,0.019,368,0
32.1,44.62,0.013,0.026,369,0
32.09,44.58,-0.043,-0.008,370,0
32.13,44.52,-0.056,0.04,371,0
32.09,44.31,-0.206,-0.041,372,0
32.04,44.31,-0.004,-0.042,373,0
32.02,44.34,0.027,-0.02,374,0
32.05,44.18,-0.152,0.026,375,0
32.05,44.07,-0.117,-0.002,376,0
32.01,43.84,-0.229,-0.04,377,0
31.99,43.63,-0.207,-0.015,378,0
31.96,43.57,-0.065,-0.037,379,0
31.92,43.59,0.019,-0.039,380,0
31.88,43.36,-0.229,-0.039,381,0
31.92,43.24,-0.114,0.039,382,0
31.92,43.17,-0.068,-0.002,383,0
31.96,42.96,-0.21,0.041,384,0
31.97,42.81,-0.158,0.011,385,0
31.99,42.65,-0.158,0.026,386,0
31.99,42.43,-0.22,-0.003,387,0
31.98,42.45,0.022,-0.012,388,0
32.0,42.48,0.027,0.019,389,0
32.02,42.52,0.038,0.023,390,0
32.05,42.3,-0.214,0.035,391,0
32.07,42.2,-0.105,0.021,392,0
32.09,42.23,0.028,0.011,393,0
32.06,42.27,0.044,-0.028,394,0
32.02,42.09,-0.179,-0.039,395,0
31.98,42.1,0.012,-0.039,396,0
31.96,42.14,0.037,-0.02,397,0
31.91,41.97,-0.171,-0.046,398,0
31.87,41.97,0.004,-0.041,399,0
31.86,41.82,-0.155,-0.013,400,0
31.89,41.87,0.055,0.034,401,0
31.86,41.64,-0.237,-0.035,402,0
31.88,41.57,-0.069,0.017,403,0
31.85,41.56,-0.011,-0.025,404,0
31.88,41.34,-0.22,0.031,405,0
31.89,41.28,-0.054,0.004,406,0
31.86,41.34,0.058,-0.025,407,0
31.83,41.31,-0.029,-0.035,408,0
31.78,41.26,-0.057,-0.045,409,0
31.82,41.23,-0.028,0.042,410,0
31.82,41.14,-0.09,-0.003,411,0
31.85,40.92,-0.212,0.032,412,0
31.83,40.72,-0.203,-0.019,413,0
31.78,40.59,-0.134,-0.053,414,0
31.78,40.64,0.054,-0.001,415,0
31.73,40.53,-0.109,-0.045,416,0
31.72,40.42,-0.109,-0.015,417,0
31.7,40.3,-0.12,-0.024,418,0
31.72,40.12,-0.187,0.029,419,0
31.7,40.05,-0.072,-0.027,420,0
31.7,40.1,0.055,0.001,421,0
31.72,39.94,-0.159,0.018,422,0
31.66,39.88,-0.062,-0.055,423,0
31.65,39.86,-0.021,-0.007,424,0
31.63,39.78,-0.074,-0.027,425,0
31.64,39.55,-0.237,0.017,426,0
31.66,39.61,0.06,0.018,427,0
31.61,39.62,0.016,-0.055,428,0
31.55,39.4,-0.225,-0.056,429,0
31.5,39.37,-0.024,-0.047,430,0
31.53,39.42,0.05,0.027,431,0
31.49,39.36,-0.06,-0.041,432,0
31.52,39.36,-0.007,0.033,433,0
31.56,39.35,-0.005,0.037,434,0
31.53,39.38,0.026,-0.034,435,0
31.5,39.15,-0.228,-0.031,436,0
31.44,39.08,-0.067,-0.054,437,0
31.47,38.91,-0.171,0.033,438,0
31.44,38.78,-0.134,-0.038,439,0
31.38,38.6,-0.176,-0.057,440,0
31.36,38.41,-0.188,-0.022,441,0
31.38,38.19,-0.226,0.024,442,0
31.41,38.22,0.034,0.023,443,0
31.45,38.09,-0.135,0.04,444,0
31.48,37.88,-0.204,0.031,445,0
31.45,37.71,-0.17,-0.024,446,0
31.47,37.57,-0.14,0.014,447,0
31.43,37.6,0.031,-0.035,448,0
31.43,37.49,-0.117,-0.007,449,0
31.42,37.41,-0.072,-0.001,450,0
31.39,37.38,-0.03,-0.037,451,0
31.41,37.2,-0.18,0.02,452,0
31.37,37.02,-0.18,-0.041,453,0
31.35,37.04,0.017,-0.018,454,0
31.33,36.85,-0.189,-0.015,455,0
31.33,36.61,-0.236,-0.004,456,0
31.35,36.48,-0.134,0.017,457,0
31.36,36.4,-0.077,0.007,458,0
31.38,36.2,-0.202,0.026,459,0
31.4,36.2,-0.002,0.018,460,0
31.43,35.99,-0.211,0.031,461,0
31.45,35.77,-0.221,0.021,462,0
31.43,35.76,-0.013,-0.018,463,0
31.44,35.79,0.034,0.004,464,0
31.47,35.74,-0.054,0.038,465,0
31.44,35.53,-0.203,-0.033,466,0
31.4,35.44,-0.089,-0.038,467,0
31.38,35.35,-0.094,-0.026,468,0
31.34,35.22,-0.127,-0.041,469,0
31.32,35.26,0.034,-0.019,470,0
31.35,35.2,-0.06,0.029,471,0
31.35,35.15,-0.046,-0.001,472,0
31.32,35.18,0.032,-0.023,473,0
31.28,35.24,0.058,-0.048,474,0
31.26,35.04,-0.199,-0.018,475,0
31.22,34.83,-0.215,-0.034,476,0
31.19,34.73,-0.094,-0.034,477,0
31.23,34.62,-0.118,0.037,478,0
31.2,34.63,0.018,-0.03,479,0
31.21,34.49,-0.143,0.009,480,0
31.24,34.41,-0.086,0.034,481,0
31.19,34.24,-0.163,-0.047,482,0
31.21,34.28,0.033,0.013,483,0
31.19,34.31,0.029,-0.015,484,0
31.21,34.2,-0.104,0.019,485,0
31.21,33.97,-0.23,-0.0,486,0
31.23,33.78,-0.191,0.017,487,0
31.2,33.7,-0.078,-0.03,488,0
31.17,33.73,0.024,-0.03,489,0
31.18,33.55,-0.181,0.013,490,0
31.19,33.33,-0.219,0.012,491,0
31.17,33.35,0.02,-0.022,492,0
31.14,33.2,-0.143,-0.03,493,0
31.1,33.18,-0.022,-0.043,494,0
31.05,33.12,-0.064,-0.047,495,0
31.08,32.95,-0.167,0.027,496,0
31.06,32.87,-0.083,-0.013,497,0
31.05,32.9,0.037,-0.011,498,0
31.04,32.71,-0.196,-0.011,499,0
31.02,32.76,0.054,-0.02,500,0
31.05,32.75,-0.016,0.029,501,0
31.0,32.55,-0.192,-0.048,502,0
31.02,32.48,-0.075,0.013,503,0
31.04,32.32,-0.162,0.022,504,0
31.07,32.17,-0.142,0.036,505,0
31.08,32.17,-0.001,0.002,506,0
31.11,32.16,-0.017,0.04,507,0
31.11,32.01,-0.147,-0.003,508,0
31.1,31.92,-0.09,-0.014,509,0
31.12,31.87,-0.048,0.026,510,0
31.09,31.69,-0.179,-0.036,511,0
31.05,31.52,-0.168,-0.04,512,0
31.04,31.46,-0.061,-0.002,513,0
31.02,31.33,-0.132,-0.022,514,0
30.97,31.28,-0.053,-0.052,515,0
30.99,31.14,-0.136,0.014,516,0
31.02,31.1,-0.039,0.039,517,0
31.06,30.95,-0.156,0.031,518,0
31.05,30.81,-0.138,-0.007,519,0
31.07,30.81,-0.003,0.016,520,0
31.09,30.73,-0.079,0.026,521,0
31.13,30.65,-0.076,0.04,522,0
31.12,30.51,-0.142,-0.014,523,0
31.07,30.51,-0.0,-0.044,524,0
31.02,30.51,-0.002,-0.056,525,0
31.0,30.42,-0.086,-0.018,526,0
31.0,30.22,-0.201,0.001,527,0
30.97,30.03,-0.188,-0.027,528,0
31.0,29.86,-0.173,0.021,529,0
31.01,29.88,0.024,0.016,530,0
31.01,29.67,-0.214,0.001,531,0
30.97,29.48,-0.188,-0.041,532,0
30.95,29.3,-0.183,-0.022,533,0
30.95,29.29,-0.012,-0.004,534,0
30.97,29.15,-0.132,0.022,535,0
30.95,29.2,0.042,-0.017,536,0
30.99,29.19,-0.011,0.042,537,0
30.99,29.08,-0.104,-0.002,538,0
31.01,28.9,-0.182,0.019,539,0
31.02,28.93,0.026,0.007,540,0
31.05,28.71,-0.211,0.037,541,0
31.02,28.71,-0.0,-0.033,542,0
30.99,28.56,-0.156,-0.029,543,0
30.99,28.49,-0.066,0.002,544,0
31.0,28.49,-0.002,0.003,545,0
30.98,28.45,-0.042,-0.018,546,0
30.97,28.46,0.011,-0.013,547,0
30.95,28.26,-0.198,-0.017,548,0
30.97,28.1,-0.16,0.026,549,0
31.0,27.97,-0.135,0.027,550,0
30.98,28.02,0.051,-0.021,551,0
30.93,27.84,-0.18,-0.051,552,0
30.94,27.85,0.013,0.007,553,0
30.9,27.62,-0.233,-0.034,554,0
30.92,27.4,-0.216,0.016,555,0
30.88,27.19,-0.213,-0.035,556,0
30.85,27.06,-0.127,-0.037,557,0
30.8,27.01,-0.052,-0.044,558,0
30.79,26.86,-0.149,-0.011,559,0
30.79,26.65,-0.212,0.002,560,0
30.74,26.52,-0.124,-0.057,561,0
30.78,26.3,-0.224,0.039,562,0
30.73,26.34,0.041,-0.043,563,0
30.68,26.25,-0.092,-0.054,564,0
30.66,26.13,-0.118,-0.017,565,0
30.68,26.17,0.039,0.018,566,0
30.63,26.18,0.011,-0.052,567,0
30.66,26.24,0.054,0.03,568,0
30.62,26.11,-0.121,-0.035,569,0
30.66,26.03,-0.081,0.037,570,0
30.66,25.8,-0.235,-0.0,571,0
30.62,25.63,-0.17,-0.04,572,0
30.57,25.47,-0.157,-0.048,573,0
30.58,25.48,0.01,0.009,574,0
30.59,25.5,0.019,0.01,575,0
30.62,25.32,-0.177,0.029,576,0
30.6,25.15,-0.179,-0.016,577,0
30.64,24.91,-0.235,0.036,578,0
30.61,24.86,-0.053,-0.029,579,0
30.6,24.65,-0.21,-0.014,580,0
30.56,24.45,-0.197,-0.037,581,0
30.54,24.24,-0.208,-0.022,582,0
30.51,24.27,0.032,-0.029,583,0
30.47,24.31,0.036,-0.038,584,0
30.46,24.13,-0.185,-0.01,585,0
30.45,24.16,0.03,-0.005,586,0
30.44,24.06,-0.095,-0.015,587,0
30.38,24.1,0.037,-0.054,588,0
30.35,24.12,0.019,-0.036,589,0
30.32,23.95,-0.163,-0.028,590,0
30.27,23.9,-0.051,-0.053,591,0
30.25,23.75,-0.155,-0.014,592,0
30.23,23.53,-0.217,-0.025,593,1
30.22,23.39,-0.136,-0.006,594,1
30.26,23.29,-0.106,0.042,595,1
30.26,23.3,0.013,-0.008,596,1
30.22,23.25,-0.054,-0.038,597,1
30.18,23.1,-0.148,-0.039,598,1
30.15,23.13,0.026,-0.029,599,1
31.29,81.53,-0.161,-0.024,0,0
31.31,81.54,0.008,0.021,1,0
31.29,81.46,-0.076,-0.02,2,0
31.29,81.31,-0.15,-0.001,3,0
31.25,81.39,0.073,-0.042,4,0
31.27,81.42,0.036,0.019,5,0
31.23,81.31,-0.115,-0.036,6,0
31.19,81.33,0.026,-0.045,7,0
31.13,81.27,-0.058,-0.054,8,0
31.09,81.26,-0.02,-0.041,9,0
31.11,81.18,-0.072,0.015,10,0
31.11,81.04,-0.146,0.007,11,0
31.06,81.1,0.067,-0.058,12,0
31.05,80.98,-0.125,-0.008,13,0
31.08,80.85,-0.125,0.03,14,0
31.11,80.77,-0.082,0.036,15,0
31.09,80.6,-0.174,-0.019,16,0
31.07,80.46,-0.143,-0.026,17,0
31.01,80.41,-0.049,-0.057,18,0
31.01,80.42,0.013,-0.0,19,0
31.01,80.26,-0.16,-0.005,20,0
30.99,80.11,-0.148,-0.016,21,0
31.02,79.98,-0.135,0.026,22,0
31.03,79.94,-0.036,0.015,23,0
31.02,79.8,-0.138,-0.013,24,0
31.01,79.86,0.061,-0.006,25,0
31.0,79.72,-0.144,-0.013,26,0
30.98,79.61,-0.107,-0.021,27,0
30.97,79.55,-0.064,-0.013,28,0
30.99,79.52,-0.031,0.027,29,0
30.96,79.56,0.037,-0.033,30,0
30.95,79.45,-0.102,-0.012,31,0
30.93,79.43,-0.022,-0.02,32,0
30.93,79.28,-0.156,-0.003,33,0
30.96,79.29,0.016,0.038,34,0
30.97,79.09,-0.206,0.007,35,0
30.92,79.12,0.038,-0.05,36,0
30.91,79.01,-0.114,-0.007,37,0
30.86,78.97,-0.044,-0.055,38,0
30.85,78.76,-0.208,-0.013,39,0
30.8,78.81,0.051,-0.042,40,0
30.75,78.84,0.027,-0.057,41,0
30.72,78.76,-0.071,-0.025,42,0
30.73,78.75,-0.017,0.007,43,0
30.71,78.77,0.025,-0.02,44,0
30.67,78.63,-0.139,-0.035,45,0
30.7,78.53,-0.103,0.03,46,0
30.74,78.31,-0.216,0.031,47,0
30.7,78.16,-0.158,-0.034,48,0
30.69,78.01,-0.146,-0.016,49,0
30.65,77.94,-0.074,-0.037,50,0
30.65,77.83,-0.107,0.006,51,0
30.6,77.8,-0.027,-0.056,52,0
30.61,77.7,-0.105,0.012,53,0
30.56,77.74,0.04,-0.046,54,0
30.52,77.79,0.054,-0.04,55,0
30.51,77.62,-0.171,-0.017,56,0
30.54,77.65,0.031,0.033,57,0
30.56,77.62,-0.034,0.019,58,0
30.58,77.58,-0.042,0.019,59,0
30.58,77.48,-0.091,0.006,60,0
30.55,77.39,-0.097,-0.037,61,0
30.55,77.39,0.002,0.009,62,0
30.5,77.41,0.016,-0.054,63,0
30.46,77.32,-0.085,-0.038,64,0
30.44,77.22,-0.102,-0.028,65,0
30.45,77.24,0.018,0.011,66,0
30.47,77.22,-0.018,0.028,67,0
30.46,77.14,-0.075,-0.01,68,0
30.48,77.04,-0.106,0.016,69,0
30.52,76.9,-0.132,0.041,70,0
30.47,76.77,-0.129,-0.056,71,0
30.44,76.75,-0.025,-0.028,72,0
30.46,76.57,-0.185,0.024,73,0
30.41,76.55,-0.018,-0.053,74,0
30.41,76.52,-0.032,-0.002,75,0
30.42,76.52,0.003,0.018,76,0
30.41,76.46,-0.063,-0.018,77,0
30.35,76.45,-0.009,-0.055,78,0
30.31,76.34,-0.109,-0.04,79,0
30.26,76.13,-0.208,-0.051,80,0
30.26,76.13,0.003,-0.001,81,0
30.29,76.19,0.062,0.031,82,0
30.25,75.97,-0.222,-0.039,83,0
30.25,75.99,0.017,-0.0,84,0
30.24,75.99,0.004,-0.008,85,0
30.25,75.95,-0.042,0.009,86,0
30.25,75.89,-0.056,-0.005,87,0
30.2,75.72,-0.178,-0.046,88,0
30.21,75.54,-0.18,0.012,89,0
30.23,75.6,0.063,0.019,90,0
30.2,75.61,0.005,-0.035,91,0
30.21,75.41,-0.199,0.015,92,0
30.21,75.46,0.05,-0.005,93,0
30.18,75.48,0.02,-0.028,94,0
30.16,75.33,-0.148,-0.018,95,0
30.1,75.19,-0.139,-0.055,96,0
30.11,75.18,-0.011,0.001,97,0
30.11,75.16,-0.02,0.008,98,0
30.06,75.23,0.065,-0.05,99,0
30.1,75.23,0.005,0.037,100,0
30.14,75.09,-0.136,0.041,101,0
30.09,75.05,-0.046,-0.057,102,0
30.1,74.91,-0.142,0.019,103,0
30.09,74.86,-0.043,-0.017,104,0
30.07,74.65,-0.218,-0.02,105,0
30.07,74.47,-0.172,0.003,106,0
30.06,74.49,0.02,-0.015,107,0
30.02,74.27,-0.226,-0.033,108,0
29.98,74.22,-0.044,-0.042,109,0
29.95,74.3,0.074,-0.035,110,0
29.96,74.34,0.047,0.016,111,0
29.98,74.2,-0.143,0.02,112,0
29.99,74.22,0.017,0.011,113,0
30.0,74.23,0.009,0.011,114,0
29.95,74.25,0.02,-0.051,115,0
29.91,74.24,-0.009,-0.047,116,0
29.93,74.15,-0.085,0.028,117,0
29.94,73.93,-0.225,0.005,118,0
29.91,73.99,0.06,-0.031,119,0
29.86,73.83,-0.16,-0.047,120,0
29.85,73.87,0.039,-0.006,121,0
29.87,73.9,0.033,0.017,122,0
29.82,73.95,0.05,-0.048,123,0
29.79,73.92,-0.031,-0.033,124,0
29.82,73.92,0.005,0.034,125,0
29.86,73.9,-0.029,0.032,126,0
29.81,73.87,-0.03,-0.049,127,0
29.84,73.64,-0.226,0.036,128,0
29.8,73.65,0.006,-0.047,129,0
29.8,73.44,-0.21,0.001,130,0
29.8,73.26,-0.179,0.005,131,0
29.83,73.04,-0.214,0.03,132,0
29.82,72.88,-0.165,-0.007,133,0
29.82,72.81,-0.064,-0.007,134,0
29.85,72.86,0.043,0.038,135,0
29.81,72.65,-0.207,-0.043,136,0
29.77,72.47,-0.181,-0.042,137,0
29.77,72.53,0.057,-0.003,138,0
29.79,72.5,-0.031,0.019,139,0
29.81,72.52,0.024,0.026,140,0
29.85,72.39,-0.128,0.036,141,0
29.79,72.36,-0.028,-0.057,142,0
29.78,72.18,-0.182,-0.008,143,0
29.76,72.13,-0.052,-0.025,144,0
29.76,72.07,-0.057,0.006,145,0
29.73,71.98,-0.086,-0.031,146,0
29.73,71.78,-0.204,-0.004,147,0
29.73,71.68,-0.099,0.001,148,0
29.73,71.49,-0.193,0.002,149,0
29.76,71.53,0.042,0.027,150,0
29.75,71.36,-0.175,-0.011,151,0
29.69,71.25,-0.109,-0.057,152,0
29.65,71.03,-0.216,-0.045,153,0
29.65,70.81,-0.221,0.004,154,0
29.65,70.72,-0.089,0.005,155,0
29.7,70.74,0.015,0.041,156,0
29.7,70.64,-0.1,0.009,157,0
29.67,70.67,0.038,-0.03,158,0
29.7,70.51,-0.161,0.022,159,0
29.7,70.4,-0.112,0.007,160,0
29.68,70.37,-0.034,-0.025,161,0
29.7,70.3,-0.07,0.024,162,0
29.64,70.22,-0.081,-0.058,163,0
29.66,70.04,-0.173,0.015,164,0
29.67,69.91,-0.138,0.008,165,0
29.64,69.88,-0.029,-0.029,166,0
29.62,69.85,-0.029,-0.021,167,0
29.56,69.74,-0.104,-0.057,168,0
29.59,69.55,-0.199,0.034,169,0
29.58,69.61,0.061,-0.013,170,0
29.54,69.45,-0.152,-0.04,171,0
29.54,69.5,0.047,-0.001,172,0
29.56,69.4,-0.105,0.023,173,0
29.53,69.38,-0.015,-0.033,174,0
29.55,69.27,-0.113,0.018,175,0
29.58,69.04,-0.226,0.033,176,0
29.56,68.9,-0.138,-0.021,177,0
29.58,68.72,-0.186,0.018,178,0
29.52,68.7,-0.019,-0.054,179,0
29.54,68.58,-0.12,0.011,180,0
29.53,68.48,-0.099,-0.008,181,0
29.52,68.28,-0.203,-0.005,182,0
29.5,68.18,-0.094,-0.022,183,0
29.51,68.24,0.056,0.01,184,0
29.54,68.3,0.065,0.029,185,0
29.51,68.33,0.022,-0.031,186,0
29.5,68.36,0.037,-0.007,187,0
29.48,68.18,-0.182,-0.023,188,0
29.46,68.17,-0.011,-0.013,189,0
29.46,68.09,-0.077,-0.007,190,0
29.47,67.95,-0.143,0.013,191,0
29.51,67.85,-0.103,0.041,192,0
29.48,67.91,0.062,-0.035,193,0
29.46,67.69,-0.215,-0.018,194,0
29.48,67.61,-0.087,0.019,195,0
29.46,67.67,0.065,-0.018,196,0
29.41,67.62,-0.051,-0.046,197,0
29.41,67.57,-0.052,-0.002,198,0
29.44,67.49,-0.081,0.033,199,0
29.48,67.53,0.04,0.032,200,0
29.42,67.34,-0.186,-0.053,201,0
29.42,67.19,-0.149,0.002,202,0
29.38,67.08,-0.11,-0.042,203,0
29.39,66.98,-0.103,0.004,204,0
29.37,66.76,-0.223,-0.017,205,0
29.36,66.55,-0.204,-0.013,206,0
29.36,66.6,0.053,-0.0,207,0
29.39,66.43,-0.173,0.031,208,0
29.43,66.32,-0.113,0.04,209,0
29.46,66.36,0.046,0.036,210,0
29.42,66.34,-0.029,-0.043,211,0
29.42,66.38,0.048,0.002,212,0
29.42,66.44,0.059,-0.004,213,0
29.44,66.28,-0.162,0.017,214,0
29.46,66.27,-0.006,0.028,215,0
29.46,66.17,-0.106,-0.007,216,0
29.44,66.16,-0.013,-0.013,217,0
29.48,65.99,-0.17,0.033,218,0
29.45,65.89,-0.096,-0.028,219,0
29.44,65.74,-0.152,-0.006,220,0
29.48,65.53,-0.212,0.036,221,0
29.51,65.54,0.016,0.031,222,0
29.46,65.56,0.018,-0.049,223,0
29.46,65.39,-0.166,-0.006,224,0
29.47,65.22,-0.169,0.018,225,0
29.51,65.02,-0.201,0.041,226,0
29.46,64.92,-0.106,-0.056,227,0
29.43,64.96,0.043,-0.029,228,0
29.47,64.75,-0.211,0.039,229,0
29.5,64.73,-0.017,0.035,230,0
29.51,64.55,-0.182,0.003,231,0
29.45,64.55,-0.002,-0.052,232,0
29.47,64.56,0.011,0.016,233,0
29.5,64.53,-0.028,0.027,234,0
29.51,64.57,0.035,0.015,235,0
29.47,64.51,-0.057,-0.037,236,0
29.44,64.32,-0.191,-0.038,237,0
29.43,64.33,0.017,-0.009,238,0
29.43,64.15,-0.181,0.005,239,0
29.39,64.09,-0.063,-0.045,240,0
29.38,64.04,-0.049,-0.004,241,0
29.41,64.01,-0.033,0.025,242,0
29.37,63.9,-0.111,-0.042,243,0
29.4,63.91,0.009,0.036,244,0
29.43,63.72,-0.186,0.032,245,0
29.47,63.59,-0.127,0.039,246,0
29.42,63.56,-0.032,-0.053,247,0
29.39,63.39,-0.171,-0.025,248,0
